"shot_id","shot_made_flag"
693,1.12588768388378e-05
694,1.12588768388378e-05
699,1.12588768388378e-05
711,1.12588768388378e-05
718,1.12588768388378e-05
722,1.12588768388378e-05
723,1.12588768388378e-05
725,1.12588768388378e-05
734,1.12588768388378e-05
735,1.12588768388378e-05
737,1.12588768388378e-05
746,1.12588768388378e-05
747,1.12588768388378e-05
766,1.12588768388378e-05
767,1.12588768388378e-05
771,1.12588768388378e-05
773,1.12588768388378e-05
774,1.12588768388378e-05
783,1.12588768388378e-05
784,1.12588768388378e-05
789,1.12588768388378e-05
792,1.12588768388378e-05
804,1.12588768388378e-05
809,1.12588768388378e-05
812,1.12588768388378e-05
813,1.12588768388378e-05
817,1.12588768388378e-05
820,1.12588768388378e-05
825,1.12588768388378e-05
826,1.12588768388378e-05
829,1.12588768388378e-05
855,1.12588768388378e-05
859,1.12588768388378e-05
862,1.12588768388378e-05
870,1.12588768388378e-05
876,1.12588768388378e-05
880,1.12588768388378e-05
886,1.12588768388378e-05
889,1.12588768388378e-05
891,1.12588768388378e-05
897,1.12588768388378e-05
902,1.12588768388378e-05
903,1.12588768388378e-05
908,1.12588768388378e-05
909,1.12588768388378e-05
920,1.12588768388378e-05
922,1.12588768388378e-05
924,1.12588768388378e-05
932,1.12588768388378e-05
934,1.12588768388378e-05
937,1.12588768388378e-05
941,1.12588768388378e-05
943,1.12588768388378e-05
950,1.12588768388378e-05
952,1.12588768388378e-05
954,1.12588768388378e-05
963,1.12588768388378e-05
975,1.12588768388378e-05
979,1.12588768388378e-05
981,1.12588768388378e-05
983,1.12588768388378e-05
985,1.12588768388378e-05
989,1.12588768388378e-05
995,1.12588768388378e-05
998,1.12588768388378e-05
1008,1.12588768388378e-05
1019,1.12588768388378e-05
1023,1.12588768388378e-05
1026,1.12588768388378e-05
1029,1.12588768388378e-05
1034,1.12588768388378e-05
1036,1.12588768388378e-05
1038,1.12588768388378e-05
1039,1.12588768388378e-05
1051,1.12588768388378e-05
1052,1.12588768388378e-05
1066,1.12588768388378e-05
1087,1.12588768388378e-05
1092,1.12588768388378e-05
1094,1.12588768388378e-05
1098,1.12588768388378e-05
1099,1.12588768388378e-05
1102,1.12588768388378e-05
1118,1.12588768388378e-05
1131,1.12588768388378e-05
1133,1.12588768388378e-05
1135,1.12588768388378e-05
1138,1.12588768388378e-05
1139,1.12588768388378e-05
1142,1.12588768388378e-05
1151,1.12588768388378e-05
1152,1.12588768388378e-05
1155,1.12588768388378e-05
1165,1.12588768388378e-05
1167,1.12588768388378e-05
1172,1.12588768388378e-05
1174,1.12588768388378e-05
1180,1.12588768388378e-05
1200,1.12588768388378e-05
1202,1.12588768388378e-05
1227,1.12588768388378e-05
1228,1.12588768388378e-05
1229,1.12588768388378e-05
1237,1.12588768388378e-05
1241,1.12588768388378e-05
1256,1.12588768388378e-05
1279,1.12588768388378e-05
1293,1.12588768388378e-05
1295,1.12588768388378e-05
1319,1.12588768388378e-05
1320,1.12588768388378e-05
1321,1.12588768388378e-05
1322,1.12588768388378e-05
1334,1.12588768388378e-05
1351,1.12588768388378e-05
1373,1.12588768388378e-05
1375,1.12588768388378e-05
1380,1.12588768388378e-05
1382,1.12588768388378e-05
1385,1.12588768388378e-05
1399,1.12588768388378e-05
1403,1.12588768388378e-05
1428,1.12588768388378e-05
1434,1.12588768388378e-05
1444,1.12588768388378e-05
1448,1.12588768388378e-05
1466,1.12588768388378e-05
1476,1.12588768388378e-05
1478,1.12588768388378e-05
1485,1.12588768388378e-05
1491,1.12588768388378e-05
1494,1.12588768388378e-05
1500,1.12588768388378e-05
1501,1.12588768388378e-05
1503,1.12588768388378e-05
1519,1.12588768388378e-05
1524,1.12588768388378e-05
1529,1.12588768388378e-05
1533,1.12588768388378e-05
1538,1.12588768388378e-05
1539,1.12588768388378e-05
1546,1.12588768388378e-05
1555,1.12588768388378e-05
1559,1.12588768388378e-05
1563,1.12588768388378e-05
1565,1.12588768388378e-05
1574,1.12588768388378e-05
1591,1.12588768388378e-05
1594,1.12588768388378e-05
1605,1.12588768388378e-05
1611,1.12588768388378e-05
1614,1.12588768388378e-05
1620,1.12588768388378e-05
1626,1.12588768388378e-05
1630,1.12588768388378e-05
1632,1.12588768388378e-05
1634,1.12588768388378e-05
1643,1.12588768388378e-05
1651,1.12588768388378e-05
1655,1.12588768388378e-05
1658,1.12588768388378e-05
1659,1.12588768388378e-05
1665,1.12588768388378e-05
1675,1.12588768388378e-05
1680,1.12588768388378e-05
1690,1.12588768388378e-05
1696,1.12588768388378e-05
1714,1.12588768388378e-05
1721,1.12588768388378e-05
1726,1.12588768388378e-05
1728,1.12588768388378e-05
1734,1.12588768388378e-05
1735,1.12588768388378e-05
1740,1.12588768388378e-05
1744,1.12588768388378e-05
1747,1.12588768388378e-05
1752,1.12588768388378e-05
1763,1.12588768388378e-05
1765,1.12588768388378e-05
1769,1.12588768388378e-05
1785,1.12588768388378e-05
1787,1.12588768388378e-05
1788,1.12588768388378e-05
1793,1.12588768388378e-05
1800,1.12588768388378e-05
1825,1.12588768388378e-05
1826,1.12588768388378e-05
1834,1.12588768388378e-05
1843,1.12588768388378e-05
1844,1.12588768388378e-05
1848,1.12588768388378e-05
1849,1.12588768388378e-05
1860,1.12588768388378e-05
1863,1.12588768388378e-05
1875,1.12588768388378e-05
1883,1.12588768388378e-05
1890,1.12588768388378e-05
1892,1.12588768388378e-05
1893,1.12588768388378e-05
1897,1.12588768388378e-05
1905,1.12588768388378e-05
1908,1.12588768388378e-05
1931,1.12588768388378e-05
1940,1.12588768388378e-05
1943,1.12588768388378e-05
1947,1.12588768388378e-05
1965,1.12588768388378e-05
1967,1.12588768388378e-05
1968,1.12588768388378e-05
1972,1.12588768388378e-05
1982,1.12588768388378e-05
1985,1.12588768388378e-05
2005,1.12588768388378e-05
2010,1.12588768388378e-05
2021,1.12588768388378e-05
2024,1.12588768388378e-05
2036,1.12588768388378e-05
2043,1.12588768388378e-05
2047,1.12588768388378e-05
2049,1.12588768388378e-05
2055,1.12588768388378e-05
2065,1.12588768388378e-05
2066,1.12588768388378e-05
2070,1.12588768388378e-05
2077,1.12588768388378e-05
2085,1.12588768388378e-05
2095,1.12588768388378e-05
2097,1.12588768388378e-05
2108,1.12588768388378e-05
2112,1.12588768388378e-05
2113,1.12588768388378e-05
2122,1.12588768388378e-05
2139,1.12588768388378e-05
2144,1.12588768388378e-05
2146,1.12588768388378e-05
2148,1.12588768388378e-05
2149,1.12588768388378e-05
2157,1.12588768388378e-05
2159,1.12588768388378e-05
2168,1.12588768388378e-05
2176,1.12588768388378e-05
2178,1.12588768388378e-05
2181,1.12588768388378e-05
2187,1.12588768388378e-05
2188,1.12588768388378e-05
2190,1.12588768388378e-05
2194,1.12588768388378e-05
2197,1.12588768388378e-05
2214,1.12588768388378e-05
2217,1.12588768388378e-05
2222,1.12588768388378e-05
2223,1.12588768388378e-05
2226,1.12588768388378e-05
2230,1.12588768388378e-05
2240,1.12588768388378e-05
2247,1.12588768388378e-05
2250,1.12588768388378e-05
2259,1.12588768388378e-05
2262,1.12588768388378e-05
2266,1.12588768388378e-05
2305,1.12588768388378e-05
2310,1.12588768388378e-05
2313,1.12588768388378e-05
2319,1.12588768388378e-05
2320,1.12588768388378e-05
2345,1.12588768388378e-05
2350,1.12588768388378e-05
2356,1.12588768388378e-05
2360,1.12588768388378e-05
2370,1.12588768388378e-05
2386,1.12588768388378e-05
2398,1.12588768388378e-05
2414,1.12588768388378e-05
2435,1.12588768388378e-05
2439,1.12588768388378e-05
2446,1.12588768388378e-05
2458,1.12588768388378e-05
2465,1.12588768388378e-05
2466,1.12588768388378e-05
2470,1.12588768388378e-05
2495,1.12588768388378e-05
2501,1.12588768388378e-05
2507,1.12588768388378e-05
2533,1.12588768388378e-05
2537,1.12588768388378e-05
2538,1.12588768388378e-05
2541,1.12588768388378e-05
2542,1.12588768388378e-05
2544,1.12588768388378e-05
2554,1.12588768388378e-05
2555,1.12588768388378e-05
2565,1.12588768388378e-05
2575,1.12588768388378e-05
2586,1.12588768388378e-05
2588,1.12588768388378e-05
2594,1.12588768388378e-05
2617,1.12588768388378e-05
2618,1.12588768388378e-05
2623,1.12588768388378e-05
2631,1.12588768388378e-05
2640,1.12588768388378e-05
2642,1.12588768388378e-05
2647,1.12588768388378e-05
2663,1.12588768388378e-05
2664,1.12588768388378e-05
2676,1.12588768388378e-05
2680,1.12588768388378e-05
2681,1.12588768388378e-05
2691,1.12588768388378e-05
2693,1.12588768388378e-05
2695,1.12588768388378e-05
2704,1.12588768388378e-05
2708,1.12588768388378e-05
2709,1.12588768388378e-05
2717,1.12588768388378e-05
2722,1.12588768388378e-05
2728,1.12588768388378e-05
2732,1.12588768388378e-05
2743,1.12588768388378e-05
2752,1.12588768388378e-05
2757,1.12588768388378e-05
2761,1.12588768388378e-05
2769,1.12588768388378e-05
2771,1.12588768388378e-05
2774,1.12588768388378e-05
2776,1.12588768388378e-05
2781,1.12588768388378e-05
2793,1.12588768388378e-05
2799,1.12588768388378e-05
2803,1.12588768388378e-05
2811,1.12588768388378e-05
2818,1.12588768388378e-05
2824,1.12588768388378e-05
2828,1.12588768388378e-05
2829,1.12588768388378e-05
2830,1.12588768388378e-05
2842,1.12588768388378e-05
2847,1.12588768388378e-05
2848,1.12588768388378e-05
2868,1.12588768388378e-05
2870,1.12588768388378e-05
2885,1.12588768388378e-05
2886,1.12588768388378e-05
2889,1.12588768388378e-05
2903,1.12588768388378e-05
2904,1.12588768388378e-05
2918,1.12588768388378e-05
2919,1.12588768388378e-05
2922,1.12588768388378e-05
2923,1.12588768388378e-05
2931,1.12588768388378e-05
2945,1.12588768388378e-05
2955,1.12588768388378e-05
2957,1.12588768388378e-05
2960,1.12588768388378e-05
2963,1.12588768388378e-05
2966,1.12588768388378e-05
2972,1.12588768388378e-05
2974,1.12588768388378e-05
2982,1.12588768388378e-05
2984,1.12588768388378e-05
3016,1.12588768388378e-05
3021,1.12588768388378e-05
3023,1.12588768388378e-05
3025,1.12588768388378e-05
3029,1.12588768388378e-05
3034,1.12588768388378e-05
3038,1.12588768388378e-05
3040,1.12588768388378e-05
3051,1.12588768388378e-05
3062,1.12588768388378e-05
3069,1.12588768388378e-05
3071,1.12588768388378e-05
3076,1.12588768388378e-05
3079,1.12588768388378e-05
3081,1.12588768388378e-05
3082,1.12588768388378e-05
3084,1.12588768388378e-05
3098,1.12588768388378e-05
3104,1.12588768388378e-05
3105,1.12588768388378e-05
3114,1.12588768388378e-05
3118,1.12588768388378e-05
3122,1.12588768388378e-05
3132,1.12588768388378e-05
3138,1.12588768388378e-05
3141,1.12588768388378e-05
3156,1.12588768388378e-05
3162,1.12588768388378e-05
3167,1.12588768388378e-05
3170,1.12588768388378e-05
3171,1.12588768388378e-05
3172,1.12588768388378e-05
3176,1.12588768388378e-05
3180,1.12588768388378e-05
3189,1.12588768388378e-05
3198,1.12588768388378e-05
3206,1.12588768388378e-05
3215,1.12588768388378e-05
3222,1.12588768388378e-05
3228,1.12588768388378e-05
3229,1.12588768388378e-05
3232,1.12588768388378e-05
3233,1.12588768388378e-05
3238,1.12588768388378e-05
3256,1.12588768388378e-05
3264,1.12588768388378e-05
3273,1.12588768388378e-05
3275,1.12588768388378e-05
3285,1.12588768388378e-05
3289,1.12588768388378e-05
3294,1.12588768388378e-05
3306,1.12588768388378e-05
3311,1.12588768388378e-05
3318,1.12588768388378e-05
3322,1.12588768388378e-05
3324,1.12588768388378e-05
3334,1.12588768388378e-05
3341,1.12588768388378e-05
3345,1.12588768388378e-05
3346,1.12588768388378e-05
3352,1.12588768388378e-05
3368,1.12588768388378e-05
3371,1.12588768388378e-05
3372,1.12588768388378e-05
3375,1.12588768388378e-05
3384,1.12588768388378e-05
3387,1.12588768388378e-05
3393,1.12588768388378e-05
3406,1.12588768388378e-05
3411,1.12588768388378e-05
3412,1.12588768388378e-05
3414,1.12588768388378e-05
3417,1.12588768388378e-05
3420,1.12588768388378e-05
3423,1.12588768388378e-05
3436,1.12588768388378e-05
3438,1.12588768388378e-05
3442,1.12588768388378e-05
3443,1.12588768388378e-05
3451,1.12588768388378e-05
3461,1.12588768388378e-05
3489,1.12588768388378e-05
3491,1.12588768388378e-05
3510,1.12588768388378e-05
3515,1.12588768388378e-05
3527,1.12588768388378e-05
3530,1.12588768388378e-05
3540,1.12588768388378e-05
3582,1.12588768388378e-05
3604,1.12588768388378e-05
3605,1.12588768388378e-05
3609,1.12588768388378e-05
3624,1.12588768388378e-05
3628,1.12588768388378e-05
3630,1.12588768388378e-05
3641,1.12588768388378e-05
3642,1.12588768388378e-05
3648,1.12588768388378e-05
3650,1.12588768388378e-05
3652,1.12588768388378e-05
3660,1.12588768388378e-05
3664,1.12588768388378e-05
3670,1.12588768388378e-05
3672,1.12588768388378e-05
3680,1.12588768388378e-05
3682,1.12588768388378e-05
3685,1.12588768388378e-05
3686,1.12588768388378e-05
3689,1.12588768388378e-05
3705,1.12588768388378e-05
3712,1.12588768388378e-05
3713,1.12588768388378e-05
3719,1.12588768388378e-05
3721,1.12588768388378e-05
3723,1.12588768388378e-05
3724,1.12588768388378e-05
3727,1.12588768388378e-05
3733,1.12588768388378e-05
3734,1.12588768388378e-05
3742,1.12588768388378e-05
3770,1.12588768388378e-05
3777,1.12588768388378e-05
3778,1.12588768388378e-05
3780,1.12588768388378e-05
3783,1.12588768388378e-05
3784,1.12588768388378e-05
3788,1.12588768388378e-05
3790,1.12588768388378e-05
3794,1.12588768388378e-05
3795,1.12588768388378e-05
3796,1.12588768388378e-05
3801,1.12588768388378e-05
3806,1.12588768388378e-05
3813,1.12588768388378e-05
3814,1.12588768388378e-05
3818,1.12588768388378e-05
3824,1.12588768388378e-05
3836,1.12588768388378e-05
3853,1.12588768388378e-05
3855,1.12588768388378e-05
3858,1.12588768388378e-05
3861,1.12588768388378e-05
3866,1.12588768388378e-05
3870,1.12588768388378e-05
3874,1.12588768388378e-05
3876,1.12588768388378e-05
3878,1.12588768388378e-05
3890,1.12588768388378e-05
3900,1.12588768388378e-05
3904,1.12588768388378e-05
3906,1.12588768388378e-05
3907,1.12588768388378e-05
3908,1.12588768388378e-05
3912,1.12588768388378e-05
3918,1.12588768388378e-05
3923,1.12588768388378e-05
3924,1.12588768388378e-05
3925,1.12588768388378e-05
3927,1.12588768388378e-05
3955,1.12588768388378e-05
3964,1.12588768388378e-05
3969,1.12588768388378e-05
3974,1.12588768388378e-05
3976,1.12588768388378e-05
3984,1.12588768388378e-05
3991,1.12588768388378e-05
3993,1.12588768388378e-05
4009,1.12588768388378e-05
4011,1.12588768388378e-05
4020,1.12588768388378e-05
4033,1.12588768388378e-05
4041,1.12588768388378e-05
4045,1.12588768388378e-05
4052,1.12588768388378e-05
4055,1.12588768388378e-05
4056,1.12588768388378e-05
4057,1.12588768388378e-05
4067,1.12588768388378e-05
4069,1.12588768388378e-05
4077,1.12588768388378e-05
4094,1.12588768388378e-05
4095,1.12588768388378e-05
4100,1.12588768388378e-05
4119,1.12588768388378e-05
4130,1.12588768388378e-05
4131,1.12588768388378e-05
4132,1.12588768388378e-05
4134,1.12588768388378e-05
4137,1.12588768388378e-05
4138,1.12588768388378e-05
4143,1.12588768388378e-05
4145,1.12588768388378e-05
4148,1.12588768388378e-05
4163,1.12588768388378e-05
4166,1.12588768388378e-05
4169,1.12588768388378e-05
4170,1.12588768388378e-05
4174,1.12588768388378e-05
4180,1.12588768388378e-05
4199,1.12588768388378e-05
4201,1.12588768388378e-05
4203,1.12588768388378e-05
4210,1.12588768388378e-05
4211,1.12588768388378e-05
4213,1.12588768388378e-05
4225,1.12588768388378e-05
4235,1.12588768388378e-05
4242,1.12588768388378e-05
4245,1.12588768388378e-05
4250,1.12588768388378e-05
4252,1.12588768388378e-05
4254,1.12588768388378e-05
4263,1.12588768388378e-05
4264,1.12588768388378e-05
4268,1.12588768388378e-05
4270,1.12588768388378e-05
4282,1.12588768388378e-05
4283,1.12588768388378e-05
4291,1.12588768388378e-05
4304,1.12588768388378e-05
4306,1.12588768388378e-05
4309,1.12588768388378e-05
4310,1.12588768388378e-05
4313,1.12588768388378e-05
4314,1.12588768388378e-05
4315,1.12588768388378e-05
4321,1.12588768388378e-05
4324,1.12588768388378e-05
4325,1.12588768388378e-05
4328,1.12588768388378e-05
4329,1.12588768388378e-05
4332,1.12588768388378e-05
4337,1.12588768388378e-05
4342,1.12588768388378e-05
4344,1.12588768388378e-05
4352,1.12588768388378e-05
4355,1.12588768388378e-05
4366,1.12588768388378e-05
4371,1.12588768388378e-05
4372,1.12588768388378e-05
4376,1.12588768388378e-05
4384,1.12588768388378e-05
4387,1.12588768388378e-05
4389,1.12588768388378e-05
4390,1.12588768388378e-05
4406,1.12588768388378e-05
4407,1.12588768388378e-05
4409,1.12588768388378e-05
4410,1.12588768388378e-05
4424,1.12588768388378e-05
4434,1.12588768388378e-05
4452,1.12588768388378e-05
4460,1.12588768388378e-05
4470,1.12588768388378e-05
4480,1.12588768388378e-05
4496,1.12588768388378e-05
4503,1.12588768388378e-05
4512,1.12588768388378e-05
4518,1.12588768388378e-05
4519,1.12588768388378e-05
4522,1.12588768388378e-05
4525,1.12588768388378e-05
4537,1.12588768388378e-05
4546,1.12588768388378e-05
4547,1.12588768388378e-05
4553,1.12588768388378e-05
4556,1.12588768388378e-05
4558,1.12588768388378e-05
4563,1.12588768388378e-05
4568,1.12588768388378e-05
4574,1.12588768388378e-05
4578,1.12588768388378e-05
4587,1.12588768388378e-05
4592,1.12588768388378e-05
4610,1.12588768388378e-05
4615,1.12588768388378e-05
4619,1.12588768388378e-05
4620,1.12588768388378e-05
4625,1.12588768388378e-05
4635,1.12588768388378e-05
4636,1.12588768388378e-05
4641,1.12588768388378e-05
4650,1.12588768388378e-05
4653,1.12588768388378e-05
4665,1.12588768388378e-05
4668,1.12588768388378e-05
4669,1.12588768388378e-05
4670,1.12588768388378e-05
4674,1.12588768388378e-05
4675,1.12588768388378e-05
4676,1.12588768388378e-05
4679,1.12588768388378e-05
4680,1.12588768388378e-05
4686,1.12588768388378e-05
4699,1.12588768388378e-05
4713,1.12588768388378e-05
4718,1.12588768388378e-05
4721,1.12588768388378e-05
4722,1.12588768388378e-05
4724,1.12588768388378e-05
4730,1.12588768388378e-05
4731,1.12588768388378e-05
4735,1.12588768388378e-05
4743,1.12588768388378e-05
4745,1.12588768388378e-05
4746,1.12588768388378e-05
4747,1.12588768388378e-05
4748,1.12588768388378e-05
4769,1.12588768388378e-05
4771,1.12588768388378e-05
4774,1.12588768388378e-05
4784,1.12588768388378e-05
4797,1.12588768388378e-05
4801,1.12588768388378e-05
4804,1.12588768388378e-05
4820,1.12588768388378e-05
4833,1.12588768388378e-05
4834,1.12588768388378e-05
4851,1.12588768388378e-05
4859,1.12588768388378e-05
4860,1.12588768388378e-05
4863,1.12588768388378e-05
4873,1.12588768388378e-05
4881,1.12588768388378e-05
4892,1.12588768388378e-05
4908,1.12588768388378e-05
4911,1.12588768388378e-05
4915,1.12588768388378e-05
4922,1.12588768388378e-05
4929,1.12588768388378e-05
4936,1.12588768388378e-05
4939,1.12588768388378e-05
4951,1.12588768388378e-05
4956,1.12588768388378e-05
4961,1.12588768388378e-05
4964,1.12588768388378e-05
4981,1.12588768388378e-05
4991,1.12588768388378e-05
4992,1.12588768388378e-05
4997,1.12588768388378e-05
5004,1.12588768388378e-05
5010,1.12588768388378e-05
5012,1.12588768388378e-05
5015,1.12588768388378e-05
5020,1.12588768388378e-05
5030,1.12588768388378e-05
5051,1.12588768388378e-05
5052,1.12588768388378e-05
5057,1.12588768388378e-05
5058,1.12588768388378e-05
5060,1.12588768388378e-05
5061,1.12588768388378e-05
5064,1.12588768388378e-05
5078,1.12588768388378e-05
5080,1.12588768388378e-05
5088,1.12588768388378e-05
5089,1.12588768388378e-05
5090,1.12588768388378e-05
5103,1.12588768388378e-05
5108,1.12588768388378e-05
5114,1.12588768388378e-05
5115,1.12588768388378e-05
5124,1.12588768388378e-05
5137,1.12588768388378e-05
5139,1.12588768388378e-05
5144,1.12588768388378e-05
5149,1.12588768388378e-05
5157,1.12588768388378e-05
5163,1.12588768388378e-05
5174,1.12588768388378e-05
5176,1.12588768388378e-05
5179,1.12588768388378e-05
5186,1.12588768388378e-05
5203,1.12588768388378e-05
5204,1.12588768388378e-05
5206,1.12588768388378e-05
5207,1.12588768388378e-05
5220,1.12588768388378e-05
5221,1.12588768388378e-05
5224,1.12588768388378e-05
5227,1.12588768388378e-05
5229,1.12588768388378e-05
5232,1.12588768388378e-05
5240,1.12588768388378e-05
5242,1.12588768388378e-05
5243,1.12588768388378e-05
5245,1.12588768388378e-05
5248,1.12588768388378e-05
5249,1.12588768388378e-05
5254,1.12588768388378e-05
5269,1.12588768388378e-05
5272,1.12588768388378e-05
5276,1.12588768388378e-05
5286,1.12588768388378e-05
5290,1.12588768388378e-05
5308,1.12588768388378e-05
5316,1.12588768388378e-05
5318,1.12588768388378e-05
5319,1.12588768388378e-05
5320,1.12588768388378e-05
5322,1.12588768388378e-05
5324,1.12588768388378e-05
5331,1.12588768388378e-05
5336,1.12588768388378e-05
5344,1.12588768388378e-05
5354,1.12588768388378e-05
5356,1.12588768388378e-05
5358,1.12588768388378e-05
5361,1.12588768388378e-05
5365,1.12588768388378e-05
5370,1.12588768388378e-05
5376,1.12588768388378e-05
5383,1.12588768388378e-05
5384,1.12588768388378e-05
5385,1.12588768388378e-05
5393,1.12588768388378e-05
5397,1.12588768388378e-05
5398,1.12588768388378e-05
5402,1.12588768388378e-05
5407,1.12588768388378e-05
5409,1.12588768388378e-05
5425,1.12588768388378e-05
5428,1.12588768388378e-05
5430,1.12588768388378e-05
5442,1.12588768388378e-05
5447,1.12588768388378e-05
5470,1.12588768388378e-05
5485,1.12588768388378e-05
5493,1.12588768388378e-05
5502,1.12588768388378e-05
5504,1.12588768388378e-05
5517,1.12588768388378e-05
5522,1.12588768388378e-05
5527,1.12588768388378e-05
5528,1.12588768388378e-05
5536,1.12588768388378e-05
5545,1.12588768388378e-05
5576,1.12588768388378e-05
5577,1.12588768388378e-05
5592,1.12588768388378e-05
5594,1.12588768388378e-05
5595,1.12588768388378e-05
5596,1.12588768388378e-05
5599,1.12588768388378e-05
5606,1.12588768388378e-05
5617,1.12588768388378e-05
5625,1.12588768388378e-05
5626,1.12588768388378e-05
5627,1.12588768388378e-05
5642,1.12588768388378e-05
5659,1.12588768388378e-05
5664,1.12588768388378e-05
5666,1.12588768388378e-05
5671,1.12588768388378e-05
5674,1.12588768388378e-05
5677,1.12588768388378e-05
5681,1.12588768388378e-05
5683,1.12588768388378e-05
5700,1.12588768388378e-05
5713,1.12588768388378e-05
5715,1.12588768388378e-05
5718,1.12588768388378e-05
5726,1.12588768388378e-05
5738,1.12588768388378e-05
5741,1.12588768388378e-05
5743,1.12588768388378e-05
5753,1.12588768388378e-05
5761,1.12588768388378e-05
5789,1.12588768388378e-05
5797,1.12588768388378e-05
5803,1.12588768388378e-05
5810,1.12588768388378e-05
5813,1.12588768388378e-05
5817,1.12588768388378e-05
5818,1.12588768388378e-05
5822,1.12588768388378e-05
5829,1.12588768388378e-05
5846,1.12588768388378e-05
5847,1.12588768388378e-05
5854,1.12588768388378e-05
5858,1.12588768388378e-05
5863,1.12588768388378e-05
5869,1.12588768388378e-05
5870,1.12588768388378e-05
5876,1.12588768388378e-05
5881,1.12588768388378e-05
5901,1.12588768388378e-05
5922,1.12588768388378e-05
5928,1.12588768388378e-05
5933,1.12588768388378e-05
5934,1.12588768388378e-05
5946,1.12588768388378e-05
5951,1.12588768388378e-05
5955,1.12588768388378e-05
5956,1.12588768388378e-05
5965,1.12588768388378e-05
5972,1.12588768388378e-05
5981,1.12588768388378e-05
5997,1.12588768388378e-05
6005,1.12588768388378e-05
6009,1.12588768388378e-05
6010,1.12588768388378e-05
6015,1.12588768388378e-05
6039,1.12588768388378e-05
6047,1.12588768388378e-05
6051,1.12588768388378e-05
6056,1.12588768388378e-05
6061,1.12588768388378e-05
6064,1.12588768388378e-05
6065,1.12588768388378e-05
6070,1.12588768388378e-05
6085,1.12588768388378e-05
6086,1.12588768388378e-05
6091,1.12588768388378e-05
6097,1.12588768388378e-05
6099,1.12588768388378e-05
6104,1.12588768388378e-05
6108,1.12588768388378e-05
6109,1.12588768388378e-05
6124,1.12588768388378e-05
6142,1.12588768388378e-05
6144,1.12588768388378e-05
6150,1.12588768388378e-05
6154,1.12588768388378e-05
6155,1.12588768388378e-05
6156,1.12588768388378e-05
6158,1.12588768388378e-05
6159,1.12588768388378e-05
6169,1.12588768388378e-05
6170,1.12588768388378e-05
6179,1.12588768388378e-05
6184,1.12588768388378e-05
6186,1.12588768388378e-05
6204,1.12588768388378e-05
6230,1.12588768388378e-05
6231,1.12588768388378e-05
6232,1.12588768388378e-05
6235,1.12588768388378e-05
6237,1.12588768388378e-05
6239,1.12588768388378e-05
6263,1.12588768388378e-05
6265,1.12588768388378e-05
6270,1.12588768388378e-05
6271,1.12588768388378e-05
6278,1.12588768388378e-05
6279,1.12588768388378e-05
6288,1.12588768388378e-05
